순위,영화명,개봉일,상영횟수,상영점유율,매출액,누적매출액,관객수,누적관객수
16,소꿉놀이,2016-02-25,1,0.019%,0,15739500,0,2115
16,특별시민,2017-04-26,1,0.019%,218000,10484663945,43,1360591
16,물숨,2016-09-29,1,0.019%,0,56838500,0,7640
16,이태원,,1,0.019%,36000,1092500,6,198
16,대립군,2017-05-31,1,0.019%,1510000,45565000,151,5391
16,더 플랜,2017-04-20,1,0.019%,48993,263304895,7,34193
16,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.019%,3000,668000,1,137
16,[인디포럼2017]신작전02 내 사랑은 어디에,,1,0.019%,889000,889000,158,158
16,[인디포럼2017]신작전05 할렐루야 대한민국,,1,0.019%,167000,167000,28,28
16,[인디포럼2017]신작전09 그럼에도 우리에게 필요한 것,,1,0.019%,107000,107000,18,18
16,[인디포럼2017]포커스01 자력갱생 김용삼,,1,0.019%,120000,120000,20,20
16,[인디포럼2017]포커스02 다시 또 하루,,1,0.019%,186000,186000,31,31
16,[인디포럼2017]신작전11 애정이 필요해!,,1,0.019%,126000,126000,21,21
16,변호인,2013-12-18,1,0.019%,48993,82872338788,7,11374871
16,[인디포럼2017]기획전01 기억의 손길,,1,0.019%,120000,120000,20,20
16,[인디포럼2017]신작전10 좋지 아니한家?,,1,0.019%,713000,713000,119,119
1,노무현입니다,2017-05-25,3503,68.781%,1736580900,4904035812,209858,596691
2,불한당: 나쁜 놈들의 세상,2017-05-17,1106,21.716%,355677600,6869833525,41762,846266
3,보안관,2017-05-03,321,6.303%,57974500,20759142509,6906,2575570
4,쇠파리,2017-05-25,54,1.06%,4454500,29991600,562,3913
5,"서서평, 천천히 평온하게",2017-04-26,19,0.373%,4434000,727086500,664,98136
6,고려 아리랑: 천산의 디바,2017-05-25,15,0.295%,2304000,15700900,373,2263
7,마차 타고 고래고래,2017-05-18,11,0.216%,879000,71125000,97,8492
7,슈퍼 빼꼼: 스파이 대작전,2017-05-03,11,0.216%,1437000,702857900,212,98020
9,석조저택 살인사건,2017-05-09,8,0.157%,829500,2803772386,93,350309
10,임금님의 사건수첩,2017-04-26,5,0.098%,500000,12641482723,100,1632885
10,꿈의 제인,2017-05-31,5,0.098%,3194000,13748500,306,1583
10,"컴, 투게더",2017-05-11,5,0.098%,169000,16815100,19,2207
13,그대와 영원히,1958-01-15,4,0.079%,194000,1417000,97,714
13,길,2017-05-11,4,0.079%,129000,69046600,22,15108
15,극장판 또봇: 로봇군단의 습격,2017-04-27,3,0.059%,1007500,1088996800,114,141573
16,미망인,1955-12-10,2,0.039%,336000,2988000,112,1082
16,마리안느와 마가렛,2017-04-20,2,0.039%,48000,188270400,7,26759
16,파워배틀 와치카: 와치가면의 역습,2017-06-01,2,0.039%,1800000,11648000,300,1361
19,[인디포럼2017]포커스03 닥치고 돌파,,1,0.02%,174000,174000,29,29
19,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.02%,3000,671000,1,138
19,망각과 기억2 : 돌아 봄 Part 1.,,1,0.02%,6000,174000,1,25
19,파란나비효과,2017-06-22,1,0.02%,300000,600000,50,100
19,[인디포럼2017]신작전06 그들만의 시공간,,1,0.02%,162000,162000,27,27
19,플레이온,,1,0.02%,66000,1229500,11,208
19,밤의 해변에서 혼자,2017-03-23,1,0.02%,64000,437028100,8,56759
19,[인디포럼2017]신작전01 따로 또 같이,,1,0.02%,657000,657000,115,115
19,[인디포럼2017]신작전04 용기를 가져!,,1,0.02%,348000,348000,58,58
19,[인디포럼2017]신작전07 빈 자리,,1,0.02%,157000,157000,29,29
19,악녀,2017-06-08,1,0.02%,1918000,1918000,274,274
19,[인디포럼2017]스페셜01 사생활의 프로파간다,,1,0.02%,126000,126000,21,21
19,개의 역사,,1,0.02%,114000,520000,19,89
1,노무현입니다,2017-05-25,3356,63.118%,572126700,5476162512,77835,674526
2,불한당: 나쁜 놈들의 세상,2017-05-17,1345,25.296%,144208700,7014042225,19379,865645
3,보안관,2017-05-03,390,7.335%,21935500,20781078009,3030,2578600
4,쇠파리,2017-05-25,58,1.091%,2000500,31992100,287,4200
5,대립군,2017-05-31,28,0.527%,32732600,78297600,3339,8730
6,"서서평, 천천히 평온하게",2017-04-26,25,0.47%,2795500,729882000,503,98639
7,고려 아리랑: 천산의 디바,2017-05-25,23,0.433%,433500,16134400,66,2329
8,석조저택 살인사건,2017-05-09,16,0.301%,1143000,2804915386,149,350458
9,마차 타고 고래고래,2017-05-18,11,0.207%,2122000,73247000,251,8743
10,슈퍼 빼꼼: 스파이 대작전,2017-05-03,10,0.188%,186000,703043900,30,98050
11,임금님의 사건수첩,2017-04-26,9,0.169%,1023000,12642505723,222,1633107
12,"컴, 투게더",2017-05-11,6,0.113%,110000,16925100,15,2222
12,길,2017-05-11,6,0.113%,1302000,70348600,315,15423
14,나는 고양이로소이다,2017-06-08,4,0.075%,4608000,4608000,576,576
14,그대와 영원히,1958-01-15,4,0.075%,102000,1519000,51,765
16,죽은 자와 산 자,,3,0.056%,184000,1068000,92,534
17,밤의 해변에서 혼자,2017-03-23,2,0.038%,106000,437134100,16,56775
17,마리안느와 마가렛,2017-04-20,2,0.038%,56000,188326400,14,26773
17,극장판 또봇: 로봇군단의 습격,2017-04-27,2,0.038%,48500,1089045300,7,141580
17,특별시민,2017-04-26,2,0.038%,165000,10484828945,55,1360646
21,망각과 기억2 : 돌아 봄 Part 2.,,1,0.019%,66000,207000,11,31
21,세 얼간이,,1,0.019%,17000,17000,3,3
21,재재월드,,1,0.019%,90000,90000,15,15
21,"다시, 벚꽃",2017-04-06,1,0.019%,17000,54457500,3,6793
21,우리들의 일기,2017-06-01,1,0.019%,1638000,2926000,182,343
21,그 날,,1,0.019%,18000,826000,3,168
21,보통사람,2017-03-23,1,0.019%,0,2956397623,0,383336
21,[인디포럼2017]기획전01 기억의 손길,,1,0.019%,126000,246000,21,41
21,누에치던 방,2018-01-31,1,0.019%,288000,2064500,48,336
21,[인디포럼2017]신작전03 이젠 훨훨 날아볼까?,,1,0.019%,408000,582000,68,97
21,7번방의 선물,2013-01-23,1,0.019%,564000,91433282670,94,12811435
21,[인디포럼2017]신작전10 좋지 아니한家?,,1,0.019%,210000,923000,35,154
21,3xFTM,2009-06-04,1,0.019%,132000,8552000,22,1346
21,[인디포럼2017]신작전12 우린 어디로 가야하죠?,,1,0.019%,342000,408000,57,68
21,더 플랜,2017-04-20,1,0.019%,12000,263316895,2,34195
1,노무현입니다,2017-05-25,3380,63.63%,511103600,5987266112,70693,745219
2,불한당: 나쁜 놈들의 세상,2017-05-17,1347,25.358%,142523300,7156565525,19233,884878
3,보안관,2017-05-03,375,7.059%,23777500,20804855509,3407,2582007
4,쇠파리,2017-05-25,57,1.073%,2106500,34098600,313,4513
5,"서서평, 천천히 평온하게",2017-04-26,27,0.508%,4666000,734548000,743,99382
6,고려 아리랑: 천산의 디바,2017-05-25,18,0.339%,342500,16476900,65,2394
7,석조저택 살인사건,2017-05-09,15,0.282%,1082000,2805997386,141,350599
8,대립군,2017-05-31,14,0.264%,16137000,94434600,2014,10744
9,마차 타고 고래고래,2017-05-18,13,0.245%,421500,73668500,63,8806
10,슈퍼 빼꼼: 스파이 대작전,2017-05-03,9,0.169%,226500,703270400,29,98079
11,임금님의 사건수첩,2017-04-26,8,0.151%,1415000,12643920723,283,1633390
11,"컴, 투게더",2017-05-11,8,0.151%,131000,17056100,18,2240
13,길,2017-05-11,6,0.113%,849000,71197600,154,15577
14,악녀,2017-06-08,5,0.094%,7024000,8942000,890,1164
15,그대와 영원히,1958-01-15,4,0.075%,90000,1609000,45,810
16,죽은 자와 산 자,,3,0.056%,132000,1200000,66,600
17,우리들,2016-06-16,2,0.038%,1425000,361908960,237,48732
17,마리안느와 마가렛,2017-04-20,2,0.038%,531000,188857400,105,26878
17,극장판 또봇: 로봇군단의 습격,2017-04-27,2,0.038%,32000,1089077300,4,141584
20,[인디포럼2017]신작전01 따로 또 같이,,1,0.019%,84000,741000,14,129
20,[인디포럼2017]신작전02 내 사랑은 어디에,,1,0.019%,434000,1323000,76,234
20,[인디포럼2017]신작전11 애정이 필요해!,,1,0.019%,300000,426000,50,71
20,[인디포럼2017]포커스03 닥치고 돌파,,1,0.019%,18000,192000,3,32
20,[인디포럼2017]신작전09 그럼에도 우리에게 필요한 것,,1,0.019%,138000,245000,23,41
20,2017EUSFF-낯선 행복의 얼굴,,1,0.019%,0,0,0,0
20,송환,2004-03-19,1,0.019%,20000,15119800,4,2521
20,시,2010-05-13,1,0.019%,0,1546439650,0,218898
20,하루,2017-06-15,1,0.019%,952000,2856000,119,357
20,매춘 2016 무삭제,2017-05-30,1,0.019%,5000,5000,1,1
20,안녕 히어로,2017-09-07,1,0.019%,54000,1049500,9,214
20,광장,,1,0.019%,12000,880000,2,171
20,망각과 기억2 : 돌아 봄 Part 1.,,1,0.019%,18000,192000,3,28
20,더 플랜,2017-04-20,1,0.019%,210000,263526895,30,34225
20,개의 역사,,1,0.019%,30000,550000,5,94
20,6월 단편 상상극장-제인팸 앙코르,,1,0.019%,568000,1167000,71,146
20,착한 형수 무삭제,2017-05-30,1,0.019%,5000,5000,1,1
1,대립군,2017-05-31,3532,55.517%,800909400,895344000,136240,146984
2,노무현입니다,2017-05-25,2198,34.549%,464977600,6452243712,78580,823799
3,불한당: 나쁜 놈들의 세상,2017-05-17,301,4.731%,36207800,7192773325,5899,890777
4,꿈의 제인,2017-05-31,143,2.248%,13832500,27581000,1800,3383
5,보안관,2017-05-03,37,0.582%,4078500,20808934009,669,2582676
6,특별시민,2017-04-26,21,0.33%,3000000,10487828945,600,1361246
7,"서서평, 천천히 평온하게",2017-04-26,18,0.283%,2750500,737298500,519,99901
8,고려 아리랑: 천산의 디바,2017-05-25,17,0.267%,1040500,17517400,192,2586
9,슈퍼 빼꼼: 스파이 대작전,2017-05-03,16,0.251%,3128500,706398900,493,98572
10,쇠파리,2017-05-25,15,0.236%,449000,34547600,67,4580
11,"컴, 투게더",2017-05-11,9,0.141%,315000,17371100,42,2282
12,임금님의 사건수첩,2017-04-26,7,0.11%,783000,12644703723,162,1633552
13,마차 타고 고래고래,2017-05-18,6,0.094%,156500,73825000,22,8828
13,석조저택 살인사건,2017-05-09,6,0.094%,185000,2806182386,26,350625
15,길,2017-05-11,4,0.063%,562000,71759600,100,15677
15,마리안느와 마가렛,2017-04-20,4,0.063%,279000,189136400,77,26955
17,청춘 합창단 - 또 하나의 꿈,2017-06-15,3,0.047%,6240000,6240000,780,780
18,하루,2017-06-15,2,0.031%,1872000,4728000,234,591
18,인디스데이 5월 단편,,2,0.031%,25000,25000,25,25
18,용순,2017-06-08,2,0.031%,1510000,1510000,302,302
18,극장판 또봇: 로봇군단의 습격,2017-04-27,2,0.031%,58000,1089135300,8,141592
18,죽은 자와 산 자,,2,0.031%,200000,1400000,100,700
23,플레이온,,1,0.016%,30000,1259500,5,213
23,파란나비효과,2017-06-22,1,0.016%,300000,900000,50,150
23,파워배틀 와치카: 와치가면의 역습,2017-06-01,1,0.016%,280000,11928000,40,1401
23,작은엄마 2: 삼촌이 없던 날,2017-05-31,1,0.016%,5000,5000,1,1
23,[인디포럼2017]신작전04 용기를 가져!,,1,0.016%,138000,486000,23,81
23,[인디포럼2017]신작전05 할렐루야 대한민국,,1,0.016%,66000,233000,11,39
23,[인디포럼2017]신작전07 빈 자리,,1,0.016%,102000,259000,17,46
23,[인디포럼2017]신작전08 같이 좀 살자,,1,0.016%,174000,471000,29,81
23,[인디포럼2017]포커스01 자력갱생 김용삼,,1,0.016%,72000,192000,12,32
23,[인디포럼2017]포커스02 다시 또 하루,,1,0.016%,246000,432000,41,72
23,[인디포럼2017]스페셜01 사생활의 프로파간다,,1,0.016%,42000,168000,7,28
23,[인디포럼2017]신작전06 그들만의 시공간,,1,0.016%,83000,245000,14,41
23,밤의 해변에서 혼자,2017-03-23,1,0.016%,68000,437202100,10,56785
23,사랑하기 때문에,2017-01-04,1,0.016%,0,2672853440,0,340830
23,이태원,,1,0.016%,102000,1194500,17,215
1,대립군,2017-05-31,3447,54.224%,532286700,1427630700,73171,220155
2,노무현입니다,2017-05-25,2205,34.686%,365275400,6817519112,50155,873954
3,불한당: 나쁜 놈들의 세상,2017-05-17,268,4.216%,27554800,7220328125,3779,894556
4,꿈의 제인,2017-05-31,152,2.391%,8557500,36138500,1150,4533
5,파워배틀 와치카: 와치가면의 역습,2017-06-01,123,1.935%,3552500,15480500,546,1947
6,보안관,2017-05-03,25,0.393%,1724500,20810658509,260,2582936
7,누나 친구 2,2017-06-01,20,0.315%,655000,655000,125,125
7,누드모델,2017-06-01,20,0.315%,888000,888000,175,175
7,고려 아리랑: 천산의 디바,2017-05-25,20,0.315%,335000,17852400,56,2642
10,"서서평, 천천히 평온하게",2017-04-26,11,0.173%,701000,737999500,101,100002
11,쇠파리,2017-05-25,7,0.11%,108500,34656100,16,4596
11,특별시민,2017-04-26,7,0.11%,940000,10488768945,188,1361434
13,임금님의 사건수첩,2017-04-26,6,0.094%,930000,12645633723,186,1633738
14,석조저택 살인사건,2017-05-09,5,0.079%,12000,2806194386,5,350630
14,우리들의 일기,2017-06-01,5,0.079%,21000,2947000,6,349
16,마차 타고 고래고래,2017-05-18,4,0.063%,84000,73909000,11,8839
16,슈퍼 빼꼼: 스파이 대작전,2017-05-03,4,0.063%,611000,707009900,121,98693
16,"컴, 투게더",2017-05-11,4,0.063%,129000,17500100,15,2297
19,델타 보이즈,2017-06-08,2,0.031%,2856000,6832300,357,942
19,중독노래방,2017-06-15,2,0.031%,1888000,1888000,240,240
19,청춘 합창단 - 또 하나의 꿈,2017-06-15,2,0.031%,3968000,10208000,496,1276
19,용순,2017-06-08,2,0.031%,3045000,4555000,609,911
19,마리안느와 마가렛,2017-04-20,2,0.031%,52000,189188400,10,26965
24,회사 스와핑 : 사장과 여직원들,2017-06-01,1,0.016%,5000,5000,1,1
24,새엄마 : 나의 섹스 교사,2017-06-01,1,0.016%,5000,5000,1,1
24,정사 : 내 친구의 애인,2017-06-01,1,0.016%,5000,5000,1,1
24,엄마 친구 : 여자를 배우다,2017-06-01,1,0.016%,5000,5000,1,1
24,예쁜 형수,2017-06-01,1,0.016%,5000,5000,1,1
24,길,2017-05-11,1,0.016%,51000,71810600,6,15683
24,시소,2016-11-10,1,0.016%,1589000,68312200,227,9176
24,광장,,1,0.016%,24000,904000,4,175
24,도돌이 언덕에 난기류,,1,0.016%,30000,565000,5,110
24,3xFTM,2009-06-04,1,0.016%,42000,8594000,7,1353
24,새엄마와 그녀의 여동생,2017-06-01,1,0.016%,5000,5000,1,1
24,노후 대책 없다,2017-06-29,1,0.016%,38000,2039500,9,354
24,가현이들,,1,0.016%,24000,1668000,5,308
24,파란나비효과,2017-06-22,1,0.016%,896000,1796000,112,262
1,대립군,2017-05-31,3419,53.724%,693724105,2121354805,85851,306006
2,노무현입니다,2017-05-25,2293,36.031%,486686800,7304205912,59584,933538
3,불한당: 나쁜 놈들의 세상,2017-05-17,264,4.148%,32924600,7253252725,3923,898479
4,꿈의 제인,2017-05-31,148,2.326%,11859500,47998000,1386,5919
5,파워배틀 와치카: 와치가면의 역습,2017-06-01,130,2.043%,4152900,19633400,556,2503
6,보안관,2017-05-03,20,0.314%,1138000,20811796509,136,2583072
6,"서서평, 천천히 평온하게",2017-04-26,20,0.314%,4505000,742504500,845,100847
8,고려 아리랑: 천산의 디바,2017-05-25,15,0.236%,217500,18069900,34,2676
9,우리들의 일기,2017-06-01,6,0.094%,43000,2990000,9,358
9,석조저택 살인사건,2017-05-09,6,0.094%,690500,2806884886,89,350719
9,마차 타고 고래고래,2017-05-18,6,0.094%,128000,74037000,16,8855
12,특별시민,2017-04-26,5,0.079%,500000,10489268945,100,1361534
12,임금님의 사건수첩,2017-04-26,5,0.079%,500000,12646133723,100,1633838
12,꿈,,5,0.079%,674000,1094000,337,547
12,쇠파리,2017-05-25,5,0.079%,88000,34744100,11,4607
16,"컴, 투게더",2017-05-11,4,0.063%,58000,17558100,7,2304
17,마리안느와 마가렛,2017-04-20,3,0.047%,19000,189207400,4,26969
17,만추,2011-02-17,3,0.047%,45000,6341806900,7,849378
17,호우시절,2009-10-08,3,0.047%,54000,2140442500,8,287865
20,길,2017-05-11,2,0.031%,27000,71837600,4,15687
21,스틸 플라워,2016-04-07,1,0.016%,17500,17460200,5,2477
21,용순,2017-06-08,1,0.016%,1915000,6470000,383,1294
1,대립군,2017-05-31,3194,50.031%,1274123297,3395478102,153756,459762
2,노무현입니다,2017-05-25,2439,38.205%,992209200,8296415112,119639,1053177
3,파워배틀 와치카: 와치가면의 역습,2017-06-01,297,4.652%,33070300,52703700,4553,7056
4,불한당: 나쁜 놈들의 세상,2017-05-17,203,3.18%,43911300,7297164025,5171,903650
5,꿈의 제인,2017-05-31,140,2.193%,14738700,62736700,1718,7637
6,보안관,2017-05-03,21,0.329%,1940500,20813737009,233,2583305
7,"서서평, 천천히 평온하게",2017-04-26,15,0.235%,2665500,745170000,344,101191
8,고려 아리랑: 천산의 디바,2017-05-25,13,0.204%,167000,18236900,24,2700
9,쇠파리,2017-05-25,6,0.094%,382500,35126600,42,4649
9,우리들의 일기,2017-06-01,6,0.094%,53000,3043000,12,370
11,마차 타고 고래고래,2017-05-18,5,0.078%,329500,74366500,38,8893
11,석조저택 살인사건,2017-05-09,5,0.078%,14000,2806898886,6,350725
11,임금님의 사건수첩,2017-04-26,5,0.078%,500000,12646633723,100,1633938
11,꿈,,5,0.078%,691000,1785000,343,890
11,특별시민,2017-04-26,5,0.078%,500000,10489768945,100,1361634
16,"컴, 투게더",2017-05-11,4,0.063%,68000,17626100,9,2313
17,슈퍼 빼꼼: 스파이 대작전,2017-05-03,2,0.031%,175000,707184900,30,98723
17,악녀,2017-06-08,2,0.031%,2436000,11378000,348,1512
17,밤의 해변에서 혼자,2017-03-23,2,0.031%,118000,437320100,14,56799
20,매콤달콤,,1,0.016%,90000,90000,9,9
20,거미숲,2004-09-03,1,0.016%,0,412120500,0,63278
20,길,2017-05-11,1,0.016%,21000,71858600,3,15690
20,마리안느와 마가렛,2017-04-20,1,0.016%,10000,189217400,2,26971
20,아가씨(확장판),,1,0.016%,1230000,92393400,123,12235
20,하루,2017-06-15,1,0.016%,856000,5584000,107,698
20,위켄즈,2016-12-22,1,0.016%,331000,37729700,117,5118
20,분장,2017-09-27,1,0.016%,57000,3699600,13,552
20,설행_눈길을 걷다,2016-03-03,1,0.016%,31500,44080200,9,5943
20,양치기들,2016-06-02,1,0.016%,24500,51979200,7,6472
20,그림자들의 섬,2016-08-25,1,0.016%,17500,30918800,5,4473
20,아가씨,2016-06-01,1,0.016%,1230000,35217052991,123,4288530
20,송환,2004-03-19,1,0.016%,58000,15177800,14,2535
20,미국의 바람과 불,2012-07-26,1,0.016%,0,3860498,0,652
20,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.016%,4000,675000,1,139
1,대립군,2017-05-31,3047,49.529%,1115793400,4511271502,134745,594507
2,노무현입니다,2017-05-25,2372,38.557%,1020713800,9317128912,123572,1176749
3,파워배틀 와치카: 와치가면의 역습,2017-06-01,293,4.763%,33768800,86472500,4640,11696
4,불한당: 나쁜 놈들의 세상,2017-05-17,203,3.3%,39587600,7336751625,4621,908271
5,꿈의 제인,2017-05-31,134,2.178%,12274100,75010800,1423,9060
6,보안관,2017-05-03,22,0.358%,2149000,20815886009,253,2583558
7,"서서평, 천천히 평온하게",2017-04-26,13,0.211%,6032000,751202000,971,102162
8,고려 아리랑: 천산의 디바,2017-05-25,11,0.179%,777100,19014000,127,2827
9,쇠파리,2017-05-25,6,0.098%,289000,35415600,36,4685
10,우리들의 일기,2017-06-01,5,0.081%,31000,3074000,7,377
10,마차 타고 고래고래,2017-05-18,5,0.081%,65500,74432000,8,8901
10,"컴, 투게더",2017-05-11,5,0.081%,124000,17750100,16,2329
10,특별시민,2017-04-26,5,0.081%,500000,10490268945,100,1361734
10,임금님의 사건수첩,2017-04-26,5,0.081%,500000,12647133723,100,1634038
10,꿈,,5,0.081%,783000,2568000,384,1274
10,석조저택 살인사건,2017-05-09,5,0.081%,14000,2806912886,6,350731
17,길,2017-05-11,3,0.049%,55000,71913600,8,15698
18,미망인,1955-12-10,2,0.033%,339000,3327000,113,1195
18,슈퍼 빼꼼: 스파이 대작전,2017-05-03,2,0.033%,140000,707324900,22,98745
18,만추,2011-02-17,2,0.033%,26000,6341832900,4,849382
21,가현이들,,1,0.016%,13000,1681000,3,311
21,마리안느와 마가렛,2017-04-20,1,0.016%,123000,189340400,16,26987
21,가정교사-맛있는 섹스 비밀 수업,2017-04-21,1,0.016%,4000,679000,1,140
21,우리들,2016-06-16,1,0.016%,52500,361961460,15,48747
21,노후 대책 없다,2017-06-29,1,0.016%,29000,2068500,7,361
21,송환,2004-03-19,1,0.016%,23000,15200800,5,2540
21,철원기행,2016-04-21,1,0.016%,28000,27537600,8,3916
1,대립군,2017-05-31,3058,49.41%,534008000,5045279502,73276,667783
2,노무현입니다,2017-05-25,2385,38.536%,571865100,9888994012,78344,1255093
3,불한당: 나쁜 놈들의 세상,2017-05-17,249,4.023%,34093200,7370844825,4476,912747
4,파워배틀 와치카: 와치가면의 역습,2017-06-01,212,3.425%,10400900,96873400,1589,13285
5,꿈의 제인,2017-05-31,146,2.359%,9362900,84373700,1233,10293
