광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
서울시,동대문구,001107,롯데시네마 장안,7,"1,085",0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-12-22,영업,위탁,서울특별시 동대문구 장안동 368-1 번지,1544-8855,http://www.primuscinema.com/
서울시,강남구,001169,메가박스 씨티(강남대로),4,719,0,4,2,0,0,상설,,가입,메가박스(주),2016-06-09,영업,위탁,서울특별시 강남구 역삼동 816 번지,,
경기도,수원시,002037,메가박스 수원남문,4,607,0,4,1,0,0,상설,,가입,메가박스(주),2013-12-20,영업,위탁,경기도 수원시 팔달구 팔달로3가 84-5 번지,1544-0070,http://www.megabox.co.kr/
서울시,종로구,001099,CGV 피카디리 1958,8,"1,244",0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2015-12-03,영업,직영,서울특별시 종로구 돈의동 137 번지,1544-1122,http://www.thepicca.co.kr/
경상남도,밀양시,007020,밀양시네마,2,300,0,2,0,0,0,상설,,가입,인터파크(주),2010-08-30,영업,직영,경상남도 밀양시 내이동 1565-16 번지,055-356-3606,http://
경기도,부천시,002186,한국만화영상진흥원,1,386,1,1,1,0,0,상설,,가입,인터파크(주),2009-08-13,영업,직영,경기도 부천시 원미구 상동 529-2 번지 한국만화영상진흥원,032-310-3093,http://www.komacon.kr
전라북도,전주시,008042,전주디지털독립영화관,1,98,1,1,0,0,0,상설,,가입,맥스무비(주),,영업,직영,전북 전주시 완산구 고사동 객사 3길 18 전주영화제작소 4층,063-231-3377,http://www.jiff.or.kr
세종시,연기군,01739,세종자동차극장,2,120,0,2,0,0,0,상설,,가입,,2013-12-30,영업,직영,세종특별자치시 대평동 261-4 번지,,
경기도,양평군,00432,양평자동차극장,1,0,0,0,0,0,0,상설,,가입,,2013-05-06,영업,직영,경기도 양평군 양평읍 오빈리 365-9 번지,031-773-7893,
경기도,동두천시,002074,동광극장(구 문화극장3관),1,283,1,1,0,0,0,상설,,가입,맥스무비(주),1986-07-01,영업,직영,경기도 동두천시 생연동 828-2 번지,031-867-3030,http://
경상남도,거제시,007063,거제 엠파크 씨네세븐,6,814,0,6,0,0,0,상설,,가입,인터파크(주),,영업,직영,경상남도 거제시 고현동 961-57 번지,055-638-2091,
인천시,부평구,015010,인천대한극장,2,245,0,2,1,0,0,상설,,가입,맥스무비(주),1973-07-01,영업,직영,인천광역시 부평구 부평동 534-27 번지,032-503-3330,http://
서울시,성북구,001191,KU시네마트랩,1,144,1,1,0,0,0,상설,,가입,맥스무비(주),2012-02-10,영업,직영,서울특별시 성북구 안암동5가 1-2 번지 고려대학교 미디어관 4층,02-924-6579,www.kucineamatrap.kr
대구시,중구,012013,동성아트홀,1,126,1,1,0,0,0,상설,,가입,인터파크(주),1992-10-01,영업,직영,대구 중구 동성로1가 22-1,053-425-2845,http://
경기도,성남시,002151,롯데시네마 성남신흥,6,"1,104",0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-09-17,영업,위탁,경기도 성남시 수정구 신흥동 2463-4 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,성남시,002112,롯데시네마 성남,6,714,0,6,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-12-29,영업,위탁,경기도 성남시 중원구 성남동 3499 번지 니즈몰 9층,1544-8855,http://www.lottecinema.co.kr/
충청남도,서산시,005039,롯데시네마 서산,7,"1,036",0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-04-28,영업,위탁,충청남도 서산시 동문동 193-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,오산시,002141,롯데시네마 오산,6,578,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-07-11,영업,위탁,경기도 오산시 원동 763-21 번지 오산시네마타운 5층 사무실,1544-8855,http://
경기도,양평군,002189,양평시네마,1,152,0,1,0,0,0,상설,,가입,인터파크(주),1994-10-29,영업,직영,경기도 양평군 양평읍 양근리 422-2 번지,031-771-2154,
서울시,종로구,001193,인디스페이스,1,210,0,1,0,0,0,상설,,가입,맥스무비(주),,영업,직영,서울특별시 종로구 관수동 59-7 번지,02-738-0366,
대전시,동구,013027,CGV 대전가오,7,"1,163",0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2013-03-07,영업,직영,대전광역시 동구 가오동 557 번지 4층,1544-1122,http://www.cgv.co.kr/
서울시,중구,001165,청춘극장,1,260,0,1,0,0,0,상설,,가입,인터파크(주),2010-10-02,영업,직영,서울특별시 중구 충정로1가 68 번지 문화일보사건물,02-3672-4235,http://
부산시,해운대구,011039,롯데시네마 센텀시티(백화점)_샤롯데,1,30,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2007-12-07,영업,직영,부산광역시 해운대구 우동 1496 번지,1544-8855,http://www.lottecinema.co.kr/
대구시,중구,012030,롯데시네마 동성로_샤롯데,1,36,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-05-16,영업,직영,대구광역시 중구 동성로2가 66-1 번지 (동성로 2가),1544-8855,http://www.lottecinema.co.kr/
경기도,안양시,002205,롯데시네마 평촌_샤롯데,1,30,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2012-03-29,영업,직영,경기도 안양시 동안구 호계동 1039 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,안산시,002107,롯데시네마 안산(롯데마트)_샤롯데,1,32,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-09-07,영업,직영,경기도 안산시 상록구 성포동 590 번지 롯데마트 안산점 4층,1544-8855,http://www.lottecinema.co.kr/
충청남도,공주시,005021,메가박스 공주,7,802,0,7,3,0,0,상설,,가입,메가박스(주),2009-07-01,영업,위탁,충청남도 공주시 신관동 248-11 번지,1544-0070,http://www.megabox.co.kr/
전라남도,목포시,009047,메가박스 목포,3,374,0,3,0,0,0,상설,,가입,메가박스(주),2014-12-23,영업,위탁,전라남도 목포시 죽동 22-3 번지 3~5층,1544-0070,http://www.megabox.co.kr/
경상남도,창원시 마산회원구,007056,롯데시네마 마산터미널,7,"1,091",0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-12-15,영업,위탁,경상남도 창원시 마산회원구 합성2동 267 번지,1544-8855,http://www.lottecinema.co.kr/
충청남도,서천군,005033,로드시네마자동차극장,2,200,0,2,0,0,0,상설,,가입,맥스무비(주),,영업,직영,충남 서천군 마서면 도삼리 69-1,041-956-5564,
전라남도,구례군,009048,구례자연드림시네마,2,140,0,2,2,0,0,상설,,가입,인터파크(주),2014-04-23,영업,직영,전라남도 구례군 용방면 931 번지,061-783-8993,
울산시,북구,014012,블루마씨네자동차극장,1,90,0,1,0,0,0,상설,,가입,,,영업,직영,울산광역시 북구 산하동 166-1 번지,052-298-6622,
서울시,광진구,001166,KU시네마테크,1,152,1,1,0,0,0,상설,,가입,맥스무비(주),2010-12-28,영업,직영,서울특별시 광진구 화양동 1 번지 건국대학교 예술디자인대학 B108호 KU시네마테크,02-446-6579,www.kucine.kr
부산시,사하구,011031,부산시네마(을숙도자동차극장),1,100,0,1,0,0,0,상설,,가입,,,영업,직영,부산광역시 사하구 하단동 1149-5 번지,051-208-5200,
대전시,동구,013019,대전아트시네마,1,150,1,1,0,0,0,상설,,가입,맥스무비(주),2006-04-01,영업,직영,대전광역시 동구 중동 27-12 번지 3층,042-472-1138,http://
대구시,수성구,012007,시네마M,1,520,0,1,1,0,0,상설,,가입,인터파크(주),2000-12-01,영업,직영,대구광역시 수성구 범어동 1 번지,053-740-9924,http://
경상북도,영주시,006020,예당시네마,1,95,0,1,0,0,0,상설,,가입,맥스무비(주),2011-11-09,영업,직영,경상북도 영주시 영주동 377-18 번지,054-634-8855,http://
부산시,중구,011055,롯데시네마 광복_샤롯데,1,40,0,1,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-08-28,영업,직영,부산광역시 중구 중앙동7가 20-1 번지 중앙동 7가 롯데몰 광복마트,1544-8855,http://www.lottecinema.co.kr/
인천시,중구,015042,CGV 인천공항,2,245,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-01-14,영업,직영,인천광역시 중구 운서동 2840 번지 인천공항교통센터 지하1층,1544-1122,http://www.cgv.co.kr
경기도,동두천시,002073,문화극장,2,293,0,2,1,0,0,상설,,가입,맥스무비(주),1972-01-01,영업,직영,경기도 동두천시 생연동 616-2 번지,031-865-2480,http://
경기도,남양주시,002142,파랑새자동차극장,1,100,0,1,0,0,0,상설,,가입,,2012-02-20,영업,직영,경기도 남양주시 와부읍 109-4 번지,031-591-4000,
대구시,중구,012043,CGV 대구한일,5,832,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-12-28,영업,직영,대구광역시 중구 동성로2가 88-22 번지 엑슨밀라노 7층,1544-1122,http://www.cgv.co.kr
대구시,수성구,012044,CGV 대구수성,4,804,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-05-23,영업,직영,대구광역시 수성구 범물동 1273 번지,1544-1122,
강원도,원주시,003026,원주벤허자동차극장,1,50,1,0,0,0,0,상설,,가입,,,영업,직영,강원도 원주시 흥업면 사제리 1652 번지,033-731-0595,http://
경기도,의정부시,002040,CGV 의정부태흥,9,"1,362",0,9,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-01-23,영업,직영,"경기도 의정부시 의정부동 494 번지 센트럴타워 14,15층",1544-1122,
경기도,용인시,002188,CGV 동백,8,"1,144",0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2011-05-18,영업,위탁,경기도 용인시 기흥구 중동 833 번지 쥬네브썬월드 6008,1544-1122,http://www.cgv.co.kr
경기도,시흥시,002169,CGV 시흥,4,563,0,4,0,0,0,상설,,가입,CJ올리브네트웍스(주),2008-01-24,영업,위탁,경기도 시흥시 대야동 568-1 번지,1544-1122,http://www.cgv.co.kr/
인천시,서구,015025,롯데시네마 검단,6,624,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-09-28,영업,직영,인천광역시 서구 왕길동 662-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,김포시,002190,CGV 김포풍무,2,192,0,2,1,0,0,상설,,가입,CJ올리브네트웍스(주),2011-09-06,영업,직영,경기도 김포시 풍무동 38-1 번지 지하2층,1544-1122,http://www.cgv.co.kr
경기도,고양시,002209,CGV 화정,8,886,0,8,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-09-13,영업,위탁,경기도 고양시 덕양구 화정동 966-1 번지 시네마플러스 401호,1544-1122,http://www.cgv.co.kr/
전라북도,남원시,008023,메가박스 남원,4,615,0,4,0,0,0,상설,,가입,메가박스(주),2008-06-26,영업,위탁,전라북도 남원시 쌍교동 82-1 번지,1544-0070,http://www.megabox.co.kr/
서울시,은평구,001027,메가박스 은평,6,711,0,6,2,0,0,상설,,가입,메가박스(주),2006-12-30,영업,위탁,서울특별시 은평구 불광2동 304-2 번지 파레제페 빌딩 5층-8층,1544-0070,http://www.megabox.co.kr/
경상남도,통영시,007055,롯데시네마 통영줌아울렛,7,"1,269",0,7,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2010-04-02,영업,위탁,"경상남도 통영시 무전동 986 번지 3,4층",1544-8855,http://www.lottecinema.co.kr/
경기도,파주시,002046,CGV 파주문산,3,341,0,3,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-07-23,영업,직영,경기도 파주시 문산읍 892 번지 (3층),1544-1122,
경기도,김포시,002048,CGV 김포운양,4,424,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2014-10-31,영업,직영,경기도 김포시 운양동 1296-9 번지,1544-1122,
전라북도,김제시,001210,지평선시네마,2,99,0,2,1,0,0,상설,,가입,인터파크(주),2013-08-26,영업,직영,전라북도 김제시 검산동 산62-1 번지 김제시 지평선 시네마,063-547-1501,
서울시,종로구,001103,허리우드클래식,1,300,1,1,0,0,0,상설,,가입,인터파크(주),2005-04-01,영업,직영,서울 종로구 낙원동 284-6 낙원상가4층,02-3672-4232,
경기도,여주군,002096,월드시네마(경기여주),3,325,0,3,0,0,0,상설,,가입,인터파크(주),2008-01-14,영업,직영,경기도 여주군 여주읍 홍문리 273월드피아 5층,031-886-2603,http://wdcinema.co.kr
